timestamp,topic,valor
2025-11-17 10:01:13,lan/sala1/sensor/hum,20.72
2025-11-17 10:01:13,lan/sala1/sensor/temp,27.0
2025-11-17 10:01:14,lan/sala2/sensor/temp,27.2
2025-11-17 10:01:15,lan/sala1/sensor/hum,18.76
2025-11-17 10:01:15,lan/sala1/sensor/temp,27.92
2025-11-17 10:01:16,lan/sala2/sensor/temp,26.19
2025-11-17 10:01:17,lan/sala1/sensor/hum,20.4
2025-11-17 10:01:18,lan/sala1/sensor/temp,25.02
2025-11-17 10:01:18,lan/sala2/sensor/temp,25.98
2025-11-17 10:01:19,lan/sala1/sensor/hum,21.94
2025-11-17 10:01:19,lan/sala1/sensor/temp,25.94
2025-11-17 10:01:20,lan/sala2/sensor/temp,22.09
2025-11-17 10:01:21,lan/sala1/sensor/hum,18.78
2025-11-17 10:01:21,lan/sala1/sensor/temp,27.43
2025-11-17 10:01:22,lan/sala2/sensor/temp,24.09
2025-11-17 10:01:23,lan/sala1/sensor/hum,25.43
2025-11-17 10:01:23,lan/sala1/sensor/temp,21.9
2025-11-17 10:01:24,lan/sala2/sensor/temp,25.08
2025-11-17 10:01:25,lan/sala1/sensor/hum,25.5
2025-11-17 10:01:25,lan/sala1/sensor/temp,23.1
2025-11-17 10:01:26,lan/sala2/sensor/temp,18.02
2025-11-17 10:01:27,lan/sala1/sensor/hum,22.3
2025-11-17 10:01:27,lan/sala1/sensor/temp,19.16
2025-11-17 10:01:28,lan/sala2/sensor/temp,27.39
2025-11-17 10:01:29,lan/sala1/sensor/hum,25.93
2025-11-17 10:01:29,lan/sala1/sensor/temp,22.38
2025-11-17 10:01:30,lan/sala2/sensor/temp,28.96
2025-11-17 10:01:31,lan/sala1/sensor/hum,21.2
2025-11-17 10:01:31,lan/sala1/sensor/temp,19.31
2025-11-17 10:01:32,lan/sala2/sensor/temp,26.29
2025-11-17 10:01:33,lan/sala1/sensor/hum,21.55
2025-11-17 10:01:33,lan/sala1/sensor/temp,28.89
2025-11-17 10:01:34,lan/sala2/sensor/temp,29.52
2025-11-17 10:01:35,lan/sala1/sensor/hum,18.87
2025-11-17 10:01:35,lan/sala1/sensor/temp,26.22
2025-11-17 10:01:36,lan/sala2/sensor/temp,24.74
2025-11-17 10:01:37,lan/sala1/sensor/hum,20.87
2025-11-17 10:01:37,lan/sala1/sensor/temp,21.27
2025-11-17 10:01:38,lan/sala2/sensor/temp,22.85
2025-11-17 10:01:39,lan/sala1/sensor/hum,29.3
2025-11-17 10:01:39,lan/sala1/sensor/temp,28.66
2025-11-17 10:01:40,lan/sala2/sensor/temp,24.15
2025-11-17 10:01:41,lan/sala1/sensor/hum,22.55
2025-11-17 10:01:41,lan/sala1/sensor/temp,21.63
2025-11-17 10:01:42,lan/sala2/sensor/temp,20.09
2025-11-17 10:01:43,lan/sala1/sensor/hum,19.15
2025-11-17 10:01:43,lan/sala1/sensor/temp,26.09
2025-11-17 10:01:44,lan/sala2/sensor/temp,29.64
2025-11-17 10:01:45,lan/sala1/sensor/hum,29.66
2025-11-17 10:01:45,lan/sala1/sensor/temp,25.17
2025-11-17 10:01:46,lan/sala2/sensor/temp,27.86
2025-11-17 10:01:47,lan/sala1/sensor/hum,29.19
2025-11-17 10:01:47,lan/sala1/sensor/temp,26.63
2025-11-17 10:01:48,lan/sala2/sensor/temp,23.15
2025-11-17 10:01:49,lan/sala1/sensor/hum,25.92
2025-11-17 10:01:49,lan/sala1/sensor/temp,25.08
2025-11-17 10:01:50,lan/sala2/sensor/temp,23.17
2025-11-17 10:01:51,lan/sala1/sensor/hum,24.17
2025-11-17 10:01:51,lan/sala1/sensor/temp,25.4
2025-11-17 10:01:52,lan/sala2/sensor/temp,27.26
2025-11-17 10:01:53,lan/sala1/sensor/hum,19.85
2025-11-17 10:01:53,lan/sala1/sensor/temp,26.51
2025-11-17 10:01:54,lan/sala2/sensor/temp,20.9
2025-11-17 10:01:55,lan/sala1/sensor/hum,25.18
2025-11-17 10:01:55,lan/sala1/sensor/temp,25.24
2025-11-17 10:01:56,lan/sala2/sensor/temp,28.36
2025-11-17 10:01:57,lan/sala1/sensor/hum,21.19
2025-11-17 10:01:57,lan/sala1/sensor/temp,26.76
2025-11-17 10:01:58,lan/sala2/sensor/temp,20.44
2025-11-17 10:01:59,lan/sala1/sensor/hum,25.02
2025-11-17 10:01:59,lan/sala1/sensor/temp,26.85
2025-11-17 10:02:00,lan/sala2/sensor/temp,29.31
2025-11-17 10:02:01,lan/sala1/sensor/hum,26.98
2025-11-17 10:02:01,lan/sala1/sensor/temp,25.39
2025-11-17 10:02:02,lan/sala2/sensor/temp,19.61
2025-11-17 10:02:03,lan/sala1/sensor/hum,27.37
2025-11-17 10:02:03,lan/sala1/sensor/temp,25.47
2025-11-17 10:02:04,lan/sala2/sensor/temp,26.07
2025-11-17 10:02:05,lan/sala1/sensor/hum,20.13
2025-11-17 10:02:05,lan/sala1/sensor/temp,27.17
2025-11-17 10:02:06,lan/sala2/sensor/temp,20.41
2025-11-17 10:02:07,lan/sala1/sensor/hum,28.84
2025-11-17 10:02:07,lan/sala1/sensor/temp,29.37
2025-11-17 10:02:08,lan/sala2/sensor/temp,20.95
2025-11-17 10:02:09,lan/sala1/sensor/hum,27.56
2025-11-17 10:02:09,lan/sala1/sensor/temp,20.74
2025-11-17 10:02:10,lan/sala2/sensor/temp,20.82
2025-11-17 10:02:11,lan/sala1/sensor/hum,19.79
2025-11-17 10:02:11,lan/sala1/sensor/temp,21.85
2025-11-17 10:02:12,lan/sala2/sensor/temp,20.18
2025-11-17 10:02:13,lan/sala1/sensor/hum,27.42
2025-11-17 10:02:13,lan/sala1/sensor/temp,20.85
2025-11-17 10:02:14,lan/sala2/sensor/temp,25.24
2025-11-17 10:02:15,lan/sala1/sensor/hum,29.44
2025-11-17 10:02:15,lan/sala1/sensor/temp,24.9
2025-11-17 10:02:16,lan/sala2/sensor/temp,18.96
2025-11-17 10:02:17,lan/sala1/sensor/hum,21.93
2025-11-17 10:02:17,lan/sala1/sensor/temp,18.83
2025-11-17 10:02:18,lan/sala2/sensor/temp,25.0
2025-11-17 10:02:19,lan/sala1/sensor/hum,19.98
2025-11-17 10:02:19,lan/sala1/sensor/temp,19.74
2025-11-17 10:02:20,lan/sala2/sensor/temp,19.83
2025-11-17 10:02:21,lan/sala1/sensor/hum,19.7
2025-11-17 10:02:21,lan/sala1/sensor/temp,26.45
2025-11-17 10:02:22,lan/sala2/sensor/temp,27.05
2025-11-17 10:02:23,lan/sala1/sensor/hum,18.58
2025-11-17 10:02:23,lan/sala1/sensor/temp,19.6
2025-11-17 10:02:24,lan/sala2/sensor/temp,26.1
2025-11-17 10:02:25,lan/sala1/sensor/hum,21.29
2025-11-17 10:02:25,lan/sala1/sensor/temp,26.39
2025-11-17 10:02:26,lan/sala2/sensor/temp,24.66
2025-11-17 10:02:27,lan/sala1/sensor/hum,21.7
2025-11-17 10:02:27,lan/sala1/sensor/temp,29.43
2025-11-17 10:02:28,lan/sala2/sensor/temp,26.72
2025-11-17 10:02:29,lan/sala1/sensor/hum,26.82
2025-11-17 10:02:30,lan/sala1/sensor/temp,18.11
2025-11-17 10:02:30,lan/sala2/sensor/temp,26.72
2025-11-17 10:02:31,lan/sala1/sensor/hum,21.12
2025-11-17 10:02:31,lan/sala1/sensor/temp,20.65
2025-11-17 10:02:32,lan/sala2/sensor/temp,19.24
2025-11-17 10:02:33,lan/sala1/sensor/hum,28.76
2025-11-17 10:02:33,lan/sala1/sensor/temp,20.22
2025-11-17 10:02:34,lan/sala2/sensor/temp,22.61
2025-11-17 10:02:35,lan/sala1/sensor/hum,23.4
2025-11-17 10:02:35,lan/sala1/sensor/temp,24.75
2025-11-17 10:02:36,lan/sala2/sensor/temp,18.52
2025-11-17 10:02:37,lan/sala1/sensor/hum,26.64
2025-11-17 10:02:37,lan/sala1/sensor/temp,19.48
2025-11-17 10:02:38,lan/sala2/sensor/temp,28.81
2025-11-17 10:02:39,lan/sala1/sensor/hum,23.46
2025-11-17 10:02:39,lan/sala1/sensor/temp,20.59
2025-11-17 10:02:40,lan/sala2/sensor/temp,27.03
2025-11-17 10:02:41,lan/sala1/sensor/hum,21.26
2025-11-17 10:02:41,lan/sala1/sensor/temp,26.05
2025-11-17 10:02:42,lan/sala2/sensor/temp,27.35
2025-11-17 10:02:43,lan/sala1/sensor/hum,28.48
2025-11-17 10:02:43,lan/sala1/sensor/temp,29.36
2025-11-17 10:02:44,lan/sala2/sensor/temp,21.57
2025-11-17 10:02:45,lan/sala1/sensor/hum,24.65
2025-11-17 10:02:45,lan/sala1/sensor/temp,22.23
2025-11-17 10:02:46,lan/sala2/sensor/temp,23.52
2025-11-17 10:02:47,lan/sala1/sensor/hum,18.06
2025-11-17 10:02:48,lan/sala1/sensor/temp,18.23
2025-11-17 10:02:48,lan/sala2/sensor/temp,25.58
2025-11-17 10:02:49,lan/sala1/sensor/hum,29.08
2025-11-17 10:02:50,lan/sala1/sensor/temp,21.15
2025-11-17 10:02:50,lan/sala2/sensor/temp,24.43
2025-11-17 10:02:51,lan/sala1/sensor/hum,26.24
2025-11-17 10:02:51,lan/sala1/sensor/temp,22.37
2025-11-17 10:02:52,lan/sala2/sensor/temp,24.77
2025-11-17 10:02:53,lan/sala1/sensor/hum,26.95
2025-11-17 10:02:53,lan/sala1/sensor/temp,29.31
2025-11-17 10:02:54,lan/sala2/sensor/temp,27.74
2025-11-17 10:02:55,lan/sala1/sensor/hum,28.97
2025-11-17 10:02:55,lan/sala1/sensor/temp,21.58
2025-11-17 10:02:56,lan/sala2/sensor/temp,20.69
2025-11-17 10:02:57,lan/sala1/sensor/hum,26.63
2025-11-17 10:02:57,lan/sala1/sensor/temp,19.55
2025-11-17 10:02:58,lan/sala2/sensor/temp,21.92
2025-11-17 10:02:59,lan/sala1/sensor/hum,27.97
2025-11-17 10:02:59,lan/sala1/sensor/temp,19.51
2025-11-17 10:03:00,lan/sala2/sensor/temp,18.62
2025-11-17 10:03:01,lan/sala1/sensor/hum,25.78
2025-11-17 10:03:01,lan/sala1/sensor/temp,26.3
2025-11-17 10:03:02,lan/sala2/sensor/temp,21.98
2025-11-17 10:03:03,lan/sala1/sensor/hum,19.08
2025-11-17 10:03:03,lan/sala1/sensor/temp,28.48
2025-11-17 10:03:04,lan/sala2/sensor/temp,29.03
2025-11-17 10:03:05,lan/sala1/sensor/hum,23.66
2025-11-17 10:03:05,lan/sala1/sensor/temp,20.02
2025-11-17 10:03:06,lan/sala2/sensor/temp,20.25
2025-11-17 10:03:07,lan/sala1/sensor/hum,24.9
2025-11-17 10:03:07,lan/sala1/sensor/temp,23.92
2025-11-17 10:03:08,lan/sala2/sensor/temp,23.99
2025-11-17 10:03:09,lan/sala1/sensor/hum,20.27
2025-11-17 10:03:10,lan/sala1/sensor/temp,23.0
2025-11-17 10:03:10,lan/sala2/sensor/temp,24.74
2025-11-17 10:03:11,lan/sala1/sensor/hum,25.96
2025-11-17 10:03:12,lan/sala1/sensor/temp,29.36
2025-11-17 10:03:12,lan/sala2/sensor/temp,22.58
2025-11-17 10:03:13,lan/sala1/sensor/hum,19.47
2025-11-17 10:03:14,lan/sala1/sensor/temp,20.59
2025-11-17 10:03:14,lan/sala2/sensor/temp,21.23
2025-11-17 10:03:15,lan/sala1/sensor/hum,21.23
2025-11-17 10:03:16,lan/sala1/sensor/temp,20.12
2025-11-17 10:03:16,lan/sala2/sensor/temp,21.4
2025-11-17 10:03:17,lan/sala1/sensor/hum,19.84
2025-11-17 10:03:18,lan/sala1/sensor/temp,26.42
2025-11-17 10:03:18,lan/sala2/sensor/temp,20.64
2025-11-17 10:03:19,lan/sala1/sensor/hum,24.72
2025-11-17 10:03:20,lan/sala1/sensor/temp,20.05
2025-11-17 10:03:20,lan/sala2/sensor/temp,29.1
2025-11-17 10:03:21,lan/sala1/sensor/hum,23.08
2025-11-17 10:03:22,lan/sala1/sensor/temp,20.66
2025-11-17 10:03:22,lan/sala2/sensor/temp,18.61
2025-11-17 10:03:23,lan/sala1/sensor/hum,19.5
2025-11-17 10:03:24,lan/sala1/sensor/temp,18.73
2025-11-17 10:03:24,lan/sala2/sensor/temp,27.01
2025-11-17 10:03:25,lan/sala1/sensor/hum,23.96
2025-11-17 10:03:26,lan/sala1/sensor/temp,28.85
2025-11-17 10:03:26,lan/sala2/sensor/temp,29.96
2025-11-17 10:03:27,lan/sala1/sensor/hum,25.04
2025-11-17 10:03:28,lan/sala1/sensor/temp,22.04
2025-11-17 10:03:29,lan/sala2/sensor/temp,18.26
2025-11-17 10:03:30,lan/sala1/sensor/hum,27.4
2025-11-17 10:03:30,lan/sala1/sensor/temp,19.02
2025-11-17 10:03:30,lan/sala2/sensor/temp,22.3
2025-11-17 10:03:31,lan/sala1/sensor/hum,23.25
2025-11-17 10:03:32,lan/sala1/sensor/temp,20.14
2025-11-17 10:03:32,lan/sala2/sensor/temp,27.23
2025-11-17 10:03:33,lan/sala1/sensor/hum,24.63
2025-11-17 10:03:34,lan/sala1/sensor/temp,24.81
2025-11-17 10:03:34,lan/sala2/sensor/temp,24.45
2025-11-17 10:03:35,lan/sala1/sensor/hum,21.95
2025-11-17 10:03:36,lan/sala1/sensor/temp,28.1
2025-11-17 10:03:36,lan/sala2/sensor/temp,26.07
2025-11-17 10:03:37,lan/sala1/sensor/hum,19.47
2025-11-17 10:03:38,lan/sala1/sensor/temp,18.91
2025-11-17 10:03:38,lan/sala2/sensor/temp,26.13
2025-11-17 10:03:39,lan/sala1/sensor/hum,29.13
2025-11-17 10:03:40,lan/sala1/sensor/temp,22.44
2025-11-17 10:03:40,lan/sala2/sensor/temp,23.33
2025-11-17 10:03:41,lan/sala1/sensor/hum,27.61
2025-11-17 10:03:42,lan/sala1/sensor/temp,25.75
2025-11-17 10:03:42,lan/sala2/sensor/temp,21.44
2025-11-17 10:03:43,lan/sala1/sensor/hum,18.29
2025-11-17 10:03:44,lan/sala1/sensor/temp,24.03
2025-11-17 10:03:44,lan/sala2/sensor/temp,21.82
2025-11-17 10:03:45,lan/sala1/sensor/hum,20.5
2025-11-17 10:03:46,lan/sala1/sensor/temp,27.95
2025-11-17 10:03:46,lan/sala2/sensor/temp,23.09
2025-11-17 10:03:47,lan/sala1/sensor/hum,23.78
2025-11-17 10:03:48,lan/sala1/sensor/temp,25.72
2025-11-17 10:03:48,lan/sala2/sensor/temp,27.73
2025-11-17 10:03:49,lan/sala1/sensor/hum,20.17
2025-11-17 10:03:50,lan/sala1/sensor/temp,26.46
2025-11-17 10:03:50,lan/sala2/sensor/temp,19.82
2025-11-17 10:03:51,lan/sala1/sensor/hum,20.97
2025-11-17 10:03:52,lan/sala1/sensor/temp,22.14
2025-11-17 10:03:52,lan/sala2/sensor/temp,21.0
2025-11-17 10:03:53,lan/sala1/sensor/hum,23.1
2025-11-17 10:03:54,lan/sala1/sensor/temp,28.06
2025-11-17 10:03:54,lan/sala2/sensor/temp,21.04
2025-11-17 10:03:55,lan/sala1/sensor/hum,18.37
2025-11-17 10:03:56,lan/sala1/sensor/temp,23.0
2025-11-17 10:03:56,lan/sala2/sensor/temp,25.38
2025-11-17 10:03:57,lan/sala1/sensor/hum,27.03
2025-11-17 10:03:58,lan/sala1/sensor/temp,25.23
2025-11-17 10:03:58,lan/sala2/sensor/temp,21.12
2025-11-17 10:03:59,lan/sala1/sensor/hum,19.41
2025-11-17 10:04:00,lan/sala1/sensor/temp,19.91
2025-11-17 10:04:00,lan/sala2/sensor/temp,23.39
2025-11-17 10:04:01,lan/sala1/sensor/hum,20.09
2025-11-17 10:04:02,lan/sala1/sensor/temp,24.4
2025-11-17 10:04:02,lan/sala2/sensor/temp,23.14
2025-11-17 10:04:03,lan/sala1/sensor/hum,21.75
2025-11-17 10:04:04,lan/sala1/sensor/temp,19.15
2025-11-17 10:04:04,lan/sala2/sensor/temp,21.02
2025-11-17 10:04:05,lan/sala1/sensor/hum,27.99
2025-11-17 10:04:06,lan/sala1/sensor/temp,29.79
2025-11-17 10:04:06,lan/sala2/sensor/temp,23.08
2025-11-17 10:04:07,lan/sala1/sensor/hum,18.51
2025-11-17 10:04:08,lan/sala1/sensor/temp,27.22
2025-11-17 10:04:08,lan/sala2/sensor/temp,19.62
2025-11-17 10:04:09,lan/sala1/sensor/hum,20.42
2025-11-17 10:04:10,lan/sala1/sensor/temp,24.32
2025-11-17 10:04:10,lan/sala2/sensor/temp,22.02
2025-11-17 10:04:11,lan/sala1/sensor/hum,21.46
2025-11-17 10:04:12,lan/sala1/sensor/temp,18.99
2025-11-17 10:04:12,lan/sala2/sensor/temp,24.7
2025-11-17 10:04:13,lan/sala1/sensor/hum,25.15
2025-11-17 10:04:14,lan/sala1/sensor/temp,29.88
2025-11-17 10:04:14,lan/sala2/sensor/temp,22.54
2025-11-17 10:04:15,lan/sala1/sensor/hum,24.36
2025-11-17 10:04:16,lan/sala1/sensor/temp,21.29
2025-11-17 10:04:16,lan/sala2/sensor/temp,27.46
2025-11-17 10:04:17,lan/sala1/sensor/hum,25.8
2025-11-17 10:04:18,lan/sala1/sensor/temp,22.06
2025-11-17 10:04:18,lan/sala2/sensor/temp,20.53
2025-11-17 10:04:19,lan/sala1/sensor/hum,19.99
2025-11-17 10:04:20,lan/sala1/sensor/temp,26.23
2025-11-17 10:04:20,lan/sala2/sensor/temp,28.31
2025-11-17 10:04:21,lan/sala1/sensor/hum,21.1
2025-11-17 10:04:22,lan/sala1/sensor/temp,29.49
2025-11-17 10:04:22,lan/sala2/sensor/temp,20.9
2025-11-17 10:04:23,lan/sala1/sensor/hum,20.76
2025-11-17 10:04:24,lan/sala1/sensor/temp,24.22
2025-11-17 10:04:24,lan/sala2/sensor/temp,19.19
2025-11-17 10:04:25,lan/sala1/sensor/hum,27.38
2025-11-17 10:04:26,lan/sala1/sensor/temp,26.7
2025-11-17 10:04:26,lan/sala2/sensor/temp,25.46
2025-11-17 10:04:27,lan/sala1/sensor/hum,26.36
2025-11-17 10:04:28,lan/sala1/sensor/temp,20.4
2025-11-17 10:04:28,lan/sala2/sensor/temp,18.42
2025-11-17 10:04:29,lan/sala1/sensor/hum,18.24
2025-11-17 10:04:30,lan/sala1/sensor/temp,18.42
2025-11-17 10:04:30,lan/sala2/sensor/temp,24.45
2025-11-17 10:04:31,lan/sala1/sensor/hum,20.08
2025-11-17 10:04:32,lan/sala1/sensor/temp,29.42
2025-11-17 10:04:32,lan/sala2/sensor/temp,18.08
2025-11-17 10:04:33,lan/sala1/sensor/hum,21.21
2025-11-17 10:04:34,lan/sala1/sensor/temp,18.47
2025-11-17 10:04:34,lan/sala2/sensor/temp,22.63
2025-11-17 10:04:35,lan/sala1/sensor/hum,20.21
2025-11-17 10:04:36,lan/sala1/sensor/temp,20.92
2025-11-17 10:04:36,lan/sala2/sensor/temp,22.37
2025-11-17 10:04:37,lan/sala1/sensor/hum,22.16
2025-11-17 10:04:38,lan/sala1/sensor/temp,20.02
2025-11-17 10:04:38,lan/sala2/sensor/temp,21.44
2025-11-17 10:04:39,lan/sala1/sensor/hum,27.64
2025-11-17 10:04:40,lan/sala1/sensor/temp,27.22
2025-11-17 10:04:40,lan/sala2/sensor/temp,25.79
2025-11-17 10:04:41,lan/sala1/sensor/hum,22.81
2025-11-17 10:04:42,lan/sala1/sensor/temp,19.36
2025-11-17 10:04:42,lan/sala2/sensor/temp,29.92
2025-11-17 10:04:43,lan/sala1/sensor/hum,28.75
2025-11-17 10:04:44,lan/sala1/sensor/temp,27.59
2025-11-17 10:04:44,lan/sala2/sensor/temp,20.95
2025-11-17 10:04:45,lan/sala1/sensor/hum,18.59
2025-11-17 10:04:46,lan/sala1/sensor/temp,25.71
2025-11-17 10:04:46,lan/sala2/sensor/temp,25.9
2025-11-17 10:04:47,lan/sala1/sensor/hum,21.48
2025-11-17 10:04:48,lan/sala1/sensor/temp,27.08
2025-11-17 10:04:48,lan/sala2/sensor/temp,21.74
2025-11-17 10:04:49,lan/sala1/sensor/hum,26.54
2025-11-17 10:04:50,lan/sala1/sensor/temp,27.83
2025-11-17 10:04:50,lan/sala2/sensor/temp,22.21
2025-11-17 10:04:51,lan/sala1/sensor/hum,25.27
2025-11-17 10:04:52,lan/sala1/sensor/temp,24.53
2025-11-17 10:04:52,lan/sala2/sensor/temp,18.06
2025-11-17 10:04:53,lan/sala1/sensor/hum,29.07
2025-11-17 10:04:54,lan/sala1/sensor/temp,28.98
2025-11-17 10:04:54,lan/sala2/sensor/temp,25.56
2025-11-17 10:04:55,lan/sala1/sensor/hum,20.98
2025-11-17 10:04:56,lan/sala1/sensor/temp,25.94
2025-11-17 10:04:56,lan/sala2/sensor/temp,18.69
2025-11-17 10:04:57,lan/sala1/sensor/hum,25.02
2025-11-17 10:04:58,lan/sala1/sensor/temp,21.84
2025-11-17 10:04:58,lan/sala2/sensor/temp,27.59
2025-11-17 10:04:59,lan/sala1/sensor/hum,29.73
2025-11-17 10:05:00,lan/sala1/sensor/temp,28.88
2025-11-17 10:05:00,lan/sala2/sensor/temp,26.17
2025-11-17 10:05:01,lan/sala1/sensor/hum,25.73
2025-11-17 10:05:02,lan/sala1/sensor/temp,22.0
2025-11-17 10:05:02,lan/sala2/sensor/temp,22.13
2025-11-17 10:05:03,lan/sala1/sensor/hum,28.66
2025-11-17 10:05:04,lan/sala1/sensor/temp,20.83
2025-11-17 10:05:04,lan/sala2/sensor/temp,24.84
2025-11-17 10:05:05,lan/sala1/sensor/hum,22.77
2025-11-17 10:05:06,lan/sala1/sensor/temp,20.49
2025-11-17 10:05:06,lan/sala2/sensor/temp,24.09
2025-11-17 10:05:07,lan/sala1/sensor/hum,28.41
2025-11-17 10:05:08,lan/sala1/sensor/temp,24.23
2025-11-17 10:05:08,lan/sala2/sensor/temp,29.18
2025-11-17 10:05:09,lan/sala1/sensor/hum,26.55
2025-11-17 10:05:10,lan/sala1/sensor/temp,25.05
2025-11-17 10:05:10,lan/sala2/sensor/temp,27.67
2025-11-17 10:05:11,lan/sala1/sensor/hum,21.91
2025-11-17 10:05:12,lan/sala1/sensor/temp,28.52
2025-11-17 10:05:12,lan/sala2/sensor/temp,18.34
2025-11-17 10:05:13,lan/sala1/sensor/hum,25.38
2025-11-17 10:05:14,lan/sala1/sensor/temp,29.43
2025-11-17 10:05:14,lan/sala2/sensor/temp,23.68
2025-11-17 10:05:15,lan/sala1/sensor/hum,27.42
2025-11-17 10:05:16,lan/sala1/sensor/temp,22.34
2025-11-17 10:05:16,lan/sala2/sensor/temp,18.19
2025-11-17 10:05:17,lan/sala1/sensor/hum,21.43
2025-11-17 10:05:18,lan/sala1/sensor/temp,24.13
2025-11-17 10:05:18,lan/sala2/sensor/temp,24.19
2025-11-17 10:05:19,lan/sala1/sensor/hum,26.96
2025-11-17 10:05:20,lan/sala1/sensor/temp,20.91
2025-11-17 10:05:20,lan/sala2/sensor/temp,29.23
2025-11-17 10:05:21,lan/sala1/sensor/hum,27.74
2025-11-17 10:05:22,lan/sala1/sensor/temp,29.19
2025-11-17 10:05:22,lan/sala2/sensor/temp,19.44
2025-11-17 10:05:23,lan/sala1/sensor/hum,27.29
2025-11-17 10:05:24,lan/sala1/sensor/temp,26.06
2025-11-17 10:05:24,lan/sala2/sensor/temp,26.74
2025-11-17 10:05:25,lan/sala1/sensor/hum,22.42
2025-11-17 10:05:26,lan/sala1/sensor/temp,19.94
2025-11-17 10:05:26,lan/sala2/sensor/temp,28.6
2025-11-17 10:05:27,lan/sala1/sensor/hum,29.4
2025-11-17 10:05:28,lan/sala1/sensor/temp,24.68
2025-11-17 10:05:28,lan/sala2/sensor/temp,29.97
2025-11-17 10:05:29,lan/sala1/sensor/hum,21.23
2025-11-17 10:05:30,lan/sala1/sensor/temp,22.34
2025-11-17 10:05:30,lan/sala2/sensor/temp,21.59
2025-11-17 10:05:31,lan/sala1/sensor/hum,19.49
2025-11-17 10:05:32,lan/sala1/sensor/temp,23.22
2025-11-17 10:05:32,lan/sala2/sensor/temp,23.92
2025-11-17 10:05:33,lan/sala1/sensor/hum,21.19
2025-11-17 10:05:34,lan/sala1/sensor/temp,29.25
2025-11-17 10:05:34,lan/sala2/sensor/temp,22.8
2025-11-17 10:05:35,lan/sala1/sensor/hum,21.93
2025-11-17 10:05:36,lan/sala1/sensor/temp,24.89
2025-11-17 10:05:36,lan/sala2/sensor/temp,22.62
2025-11-17 10:05:37,lan/sala1/sensor/hum,29.94
2025-11-17 10:05:38,lan/sala1/sensor/temp,27.64
2025-11-17 10:05:38,lan/sala2/sensor/temp,27.31
2025-11-17 10:05:39,lan/sala1/sensor/hum,22.33
2025-11-17 10:05:40,lan/sala1/sensor/temp,21.58
2025-11-17 10:05:40,lan/sala2/sensor/temp,21.31
2025-11-17 10:05:41,lan/sala1/sensor/hum,18.32
2025-11-17 10:05:42,lan/sala1/sensor/temp,22.32
2025-11-17 10:05:42,lan/sala2/sensor/temp,28.12
2025-11-17 10:05:43,lan/sala1/sensor/hum,21.28
2025-11-17 10:05:44,lan/sala1/sensor/temp,19.51
2025-11-17 10:05:44,lan/sala2/sensor/temp,20.24
2025-11-17 10:05:45,lan/sala1/sensor/hum,18.28
2025-11-17 10:05:46,lan/sala1/sensor/temp,24.72
2025-11-17 10:05:46,lan/sala2/sensor/temp,25.2
2025-11-17 10:05:47,lan/sala1/sensor/hum,18.08
2025-11-17 10:05:48,lan/sala1/sensor/temp,18.02
2025-11-17 10:05:48,lan/sala2/sensor/temp,26.25
2025-11-17 10:05:49,lan/sala1/sensor/hum,27.92
2025-11-17 10:05:50,lan/sala1/sensor/temp,27.88
2025-11-17 10:05:50,lan/sala2/sensor/temp,29.74
2025-11-17 10:05:51,lan/sala1/sensor/hum,23.63
2025-11-17 10:05:52,lan/sala1/sensor/temp,29.59
2025-11-17 10:05:52,lan/sala2/sensor/temp,23.49
2025-11-17 10:05:53,lan/sala1/sensor/hum,23.21
2025-11-17 10:05:54,lan/sala1/sensor/temp,28.51
2025-11-17 10:05:54,lan/sala2/sensor/temp,23.76
2025-11-17 10:05:55,lan/sala1/sensor/hum,28.39
2025-11-17 10:05:56,lan/sala1/sensor/temp,24.15
2025-11-17 10:05:56,lan/sala2/sensor/temp,29.14
2025-11-17 10:05:57,lan/sala1/sensor/hum,25.39
2025-11-17 10:05:58,lan/sala1/sensor/temp,23.69
2025-11-17 10:05:58,lan/sala2/sensor/temp,25.57
2025-11-17 10:05:59,lan/sala1/sensor/hum,27.5
2025-11-17 10:06:00,lan/sala1/sensor/temp,28.66
2025-11-17 10:06:00,lan/sala2/sensor/temp,25.55
2025-11-17 10:06:01,lan/sala1/sensor/hum,25.29
2025-11-17 10:06:02,lan/sala1/sensor/temp,20.94
2025-11-17 10:06:02,lan/sala2/sensor/temp,28.75
2025-11-17 10:06:03,lan/sala1/sensor/hum,24.18
2025-11-17 10:06:04,lan/sala1/sensor/temp,20.14
2025-11-17 10:06:04,lan/sala2/sensor/temp,20.0
2025-11-17 10:06:05,lan/sala1/sensor/hum,19.73
2025-11-17 10:06:06,lan/sala1/sensor/temp,18.38
2025-11-17 10:06:06,lan/sala2/sensor/temp,22.93
2025-11-17 10:06:07,lan/sala1/sensor/hum,19.77
2025-11-17 10:06:08,lan/sala1/sensor/temp,29.83
2025-11-17 10:06:08,lan/sala2/sensor/temp,28.59
2025-11-17 10:06:09,lan/sala1/sensor/hum,24.12
2025-11-17 10:06:10,lan/sala1/sensor/temp,27.71
2025-11-17 10:06:10,lan/sala2/sensor/temp,29.9
2025-11-17 10:06:11,lan/sala1/sensor/hum,21.56
2025-11-17 10:06:12,lan/sala1/sensor/temp,27.04
2025-11-17 10:06:12,lan/sala2/sensor/temp,23.75
2025-11-17 10:06:13,lan/sala1/sensor/hum,26.87
